id,cores,threads,name,processor_number,launch_date,lithography,bus_speed,base_frequency,turbo_frequency,configurable_tdp_up_frequency,cache_size,tdp,configurable_tdp_up,price,product_line,socket,memory_type,url,vertical_segment,max_memory_size,status,max_temp,sku,package_size,fullname
559,2,2,Intel Celeron G1620,G1620,2013-02-01,22,5,2700,,,2048,55,,40,Intel Celeron Processor G Series,FCLGA1155,DDR3 1333,https://www.intel.com/content/www/us/en/products/sku/71073/intel-celeron-processor-g1620-2m-cache-2-70-ghz/specifications.html,Desktop,33554432,Launched,,71073,37.5mm x 37.5mm,"Intel Celeron Processor G1620 (2M Cache, 2.70 GHz)"
560,2,2,Intel Celeron G1610T,G1610T,2013-02-01,22,5,2300,,,2048,35,,42,Intel Celeron Processor G Series,FCLGA1155,DDR3 1333,https://www.intel.com/content/www/us/en/products/sku/71074/intel-celeron-processor-g1610t-2m-cache-2-30-ghz/specifications.html,Desktop,33554432,Discontinued,,71074,37.5mm x 37.5mm,"Intel Celeron Processor G1610T (2M Cache, 2.30 GHz)"
561,2,2,Intel Celeron G1620T,G1620T,2013-08-01,22,5,2400,,,2048,35,,,Intel Celeron Processor G Series,FCLGA1155,DDR3 1333,https://www.intel.com/content/www/us/en/products/sku/76345/intel-celeron-processor-g1620t-2m-cache-2-40-ghz/specifications.html,Desktop,33554432,Discontinued,,76345,37.5mm x 37.5mm,"Intel Celeron Processor G1620T (2M Cache, 2.40 GHz)"
562,2,2,Intel Celeron G1630,G1630,2013-08-01,22,5,2800,,,2048,55,,52,Intel Celeron Processor G Series,FCLGA1155,DDR3 1333,https://www.intel.com/content/www/us/en/products/sku/76344/intel-celeron-processor-g1630-2m-cache-2-80-ghz/specifications.html,Desktop,33554432,Discontinued,,76344,37.5mm x 37.5mm,"Intel Celeron Processor G1630 (2M Cache, 2.80 GHz)"
563,2,2,Intel Celeron G1830,G1830,2014-02-01,22,5,2800,,,2048,53,,52,Intel Celeron Processor G Series,FCLGA1150,"DDR3-1333, DDR3L-1333 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/78954/intel-celeron-processor-g1830-2m-cache-2-80-ghz/specifications.html,Desktop,33554432,Discontinued,72,78954,37.5mm x 37.5mm,"Intel Celeron Processor G1830 (2M Cache, 2.80 GHz)"
564,2,2,Intel Celeron G1820T,G1820T,2014-02-01,22,5,2400,,,2048,35,,,Intel Celeron Processor G Series,FCLGA1150,"DDR3-1333, DDR3L-1333 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/78956/intel-celeron-processor-g1820t-2m-cache-2-40-ghz/specifications.html,Desktop,33554432,Discontinued,66.4,78956,37.5mm x 37.5mm,"Intel Celeron Processor G1820T (2M Cache, 2.40 GHz)"
565,2,2,Intel Celeron G1820,G1820,2014-02-01,22,5,2700,,,2048,53,,42,Intel Celeron Processor G Series,FCLGA1150,"DDR3-1333, DDR3L-1333 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/78955/intel-celeron-processor-g1820-2m-cache-2-70-ghz/specifications.html,Desktop,33554432,Launched,72,78955,37.5mm x 37.5mm,"Intel Celeron Processor G1820 (2M Cache, 2.70 GHz)"
566,2,2,Intel Celeron G1820TE,G1820TE,2014-02-01,22,5,2200,,,2048,35,,42,Intel Celeron Processor G Series,FCLGA1150,DDR3 1333,https://www.intel.com/content/www/us/en/products/sku/78957/intel-celeron-processor-g1820te-2m-cache-2-20-ghz/specifications.html,Embedded,33554432,Launched,,78957,37.5mm x 37.5mm,"Intel Celeron Processor G1820TE (2M Cache, 2.20 GHz)"
567,2,2,Intel Celeron G1840T,G1840T,2014-05-01,22,5,2500,,,2048,35,,42,Intel Celeron Processor G Series,FCLGA1150,"DDR3-1333, DDR3L-1333 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/80801/intel-celeron-processor-g1840t-2m-cache-2-50-ghz/specifications.html,Desktop,33554432,Discontinued,66.4,80801,37.5mm x 37.5mm,"Intel Celeron Processor G1840T (2M Cache, 2.50 GHz)"
568,2,2,Intel Celeron G1840,G1840,2014-05-01,22,5,2800,,,2048,53,,42,Intel Celeron Processor G Series,FCLGA1150,"DDR3-1333, DDR3L-1333 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/80800/intel-celeron-processor-g1840-2m-cache-2-80-ghz/specifications.html,Desktop,33554432,Discontinued,72,80800,37.5mm x 37.5mm,"Intel Celeron Processor G1840 (2M Cache, 2.80 GHz)"
569,2,2,Intel Celeron G1850,G1850,2014-05-01,22,5,2900,,,2048,53,,52,Intel Celeron Processor G Series,FCLGA1150,"DDR3-1333, DDR3L-1333 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/80798/intel-celeron-processor-g1850-2m-cache-2-90-ghz/specifications.html,Desktop,33554432,Discontinued,72,80798,37.5mm x 37.5mm,"Intel Celeron Processor G1850 (2M Cache, 2.90 GHz)"
570,2,2,Intel Celeron G3900,G3900,2015-11-01,14,8,2800,,,2048,51,,42,Intel Celeron Processor G Series,FCLGA1151,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/90741/intel-celeron-processor-g3900-2m-cache-2-80-ghz/specifications.html,Desktop,67108864,Launched,,90741,37.5mm x 37.5mm,"Intel Celeron Processor G3900 (2M Cache, 2.80 GHz)"
571,2,2,Intel Celeron G3900T,G3900T,2015-11-01,14,8,2600,,,2048,35,,,Intel Celeron Processor G Series,,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/90738/intel-celeron-processor-g3900t-2m-cache-2-60-ghz/specifications.html,Desktop,67108864,Discontinued,,90738,37.5mm x 37.5mm,"Intel Celeron Processor G3900T (2M Cache, 2.60 GHz)"
572,2,2,Intel Celeron G3920,G3920,2015-11-01,14,8,2900,,,2048,51,,52,Intel Celeron Processor G Series,FCLGA1151,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/90737/intel-celeron-processor-g3920-2m-cache-2-90-ghz/specifications.html,Desktop,67108864,Discontinued,,90737,37.5mm x 37.5mm,"Intel Celeron Processor G3920 (2M Cache, 2.90 GHz)"
573,2,2,Intel Celeron G3900TE,G3900TE,2015-11-01,14,8,2300,,,2048,35,,42,Intel Celeron Processor G Series,FCLGA1151,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/90711/intel-celeron-processor-g3900te-2m-cache-2-30-ghz/specifications.html,Embedded,67108864,Launched,,90711,37.5mm x 37.5mm,"Intel Celeron Processor G3900TE (2M Cache, 2.30 GHz)"
574,2,2,Intel Celeron G3900E,G3900E,2016-02-01,14,8,2400,,,2048,35,,107,Intel Celeron Processor G Series,FCBGA1440,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/90713/intel-celeron-processor-g3900e-2m-cache-2-40-ghz/specifications.html,Embedded,67108864,Launched,100,90713,42mm x 28mm,"Intel Celeron Processor G3900E (2M Cache, 2.40 GHz)"
575,4,8,Intel Core i5-1035G1,i5-1035G1,2019-08-01,10,4,1000,3600,1200,6144,15,25,297,10th Generation Intel Core i5 Processors,FCBGA1526,"DDR4-3200, LPDDR4-3733",https://www.intel.com/content/www/us/en/products/sku/196603/intel-core-i51035g1-processor-6m-cache-up-to-3-60-ghz/specifications.html,Mobile,67108864,Launched,100,196603,50mm x 25mm,"Intel Core i5-1035G1 Processor (6M Cache, up to 3.60 GHz)"
576,4,8,Intel Core i5-1035G7,i5-1035G7,2019-08-01,10,4,1200,3700,1500,6144,15,25,320,10th Generation Intel Core i5 Processors,FCBGA1526,"DDR4-3200, LPDDR4-3733",https://www.intel.com/content/www/us/en/products/sku/196592/intel-core-i51035g7-processor-6m-cache-up-to-3-70-ghz/specifications.html,Mobile,67108864,Launched,100,196592,50mm x 25mm,"Intel Core i5-1035G7 Processor (6M Cache, up to 3.70 GHz)"
577,4,8,Intel Core i5-1035G4,i5-1035G4,2019-08-01,10,4,1100,3700,1500,6144,15,25,309,10th Generation Intel Core i5 Processors,FCBGA1526,"DDR4-3200, LPDDR4-3733",https://www.intel.com/content/www/us/en/products/sku/196591/intel-core-i51035g4-processor-6m-cache-up-to-3-70-ghz/specifications.html,Mobile,67108864,Launched,100,196591,50mm x 25mm,"Intel Core i5-1035G4 Processor (6M Cache, up to 3.70 GHz)"
578,4,8,Intel Core i5-1030G7,i5-1030G7,2019-08-01,10,4,800,3500,1100,6144,9,12,,10th Generation Intel Core i5 Processors,,LPDDR4-3733,https://www.intel.com/content/www/us/en/products/sku/197119/intel-core-i51030g7-processor-6m-cache-up-to-3-50-ghz/specifications.html,Mobile,33554432,Discontinued,100,197119,26.5 mm x 18.5 mm,"Intel Core i5-1030G7 Processor (6M Cache, up to 3.50 GHz)"
579,4,8,Intel Core i5-1030G4,i5-1030G4,2019-08-01,10,4,700,3500,1000,6144,9,12,,10th Generation Intel Core i5 Processors,,LPDDR4-3733,https://www.intel.com/content/www/us/en/products/sku/197121/intel-core-i51030g4-processor-6m-cache-up-to-3-50-ghz/specifications.html,Mobile,33554432,Discontinued,100,197121,26.5 mm x 18.5 mm,"Intel Core i5-1030G4 Processor (6M Cache, up to 3.50 GHz)"
580,4,8,Intel Core i5-10210Y,i5-10210Y,2019-08-01,14,4,1000,4000,1300,6144,7,9,292,10th Generation Intel Core i5 Processors,UTFCBGA1377,"LPDDR3-2133, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/196454/intel-core-i510210y-processor-6m-cache-up-to-4-00-ghz/specifications.html,Mobile,16777216,Launched,100,196454,26.5mm x 18.5mm,"Intel Core i5-10210Y Processor (6M Cache, up to 4.00 GHz)"
581,4,8,Intel Core i5-10310Y,i5-10310Y,2019-08-01,14,4,1100,4100,1400,6144,7,9,292,10th Generation Intel Core i5 Processors,UTFCBGA1377,"LPDDR3-2133, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/196453/intel-core-i510310y-processor-6m-cache-up-to-4-10-ghz/specifications.html,Mobile,16777216,Discontinued,100,196453,26.5mm x 18.5mm,"Intel Core i5-10310Y Processor (6M Cache, up to 4.10 GHz)"
582,4,8,Intel Core i5-10210U,i5-10210U,2019-08-01,14,4,1600,4200,2100,6144,15,25,297,10th Generation Intel Core i5 Processors,FCBGA1528,"DDR4-2666, LPDDR3-2133, LPDDR4-2933",https://www.intel.com/content/www/us/en/products/sku/195436/intel-core-i510210u-processor-6m-cache-up-to-4-20-ghz/specifications.html,Mobile,67108864,Launched,100,195436,46mm x 24mm,"Intel Core i5-10210U Processor (6M Cache, up to 4.20 GHz)"
583,4,8,Intel Core i5-1030NG7,i5-1030NG7,2020-05-01,10,4,1100,3500,,6144,10,,,10th Generation Intel Core i5 Processors,,LPDDR4-3733,https://www.intel.com/content/www/us/en/products/sku/196589/intel-core-i51030ng7-processor-6m-cache-up-to-3-50-ghz/specifications.html,Mobile,33554432,Launched,100,196589,22 mm x 16.5 mm,"Intel Core i5-1030NG7 Processor (6M Cache, up to 3.50 GHz)"
584,4,8,Intel Core i5-10400H,i5-10400H,2020-05-01,14,8,2600,4600,,8192,45,,250,10th Generation Intel Core i5 Processors,FCBGA1440,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/201895/intel-core-i510400h-processor-8m-cache-up-to-4-60-ghz/specifications.html,Mobile,134217728,Launched,100,201895,42mm x 28mm,"Intel Core i5-10400H Processor (8M Cache, up to 4.60 GHz)"
585,4,8,Intel Core i5-10300H,i5-10300H,2020-05-01,14,8,2500,4500,,8192,45,,250,10th Generation Intel Core i5 Processors,FCBGA1440,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/201839/intel-core-i510300h-processor-8m-cache-up-to-4-50-ghz/specifications.html,Mobile,134217728,Launched,100,201839,42mm x 28mm,"Intel Core i5-10300H Processor (8M Cache, up to 4.50 GHz)"
586,6,12,Intel Core i5-10500E,i5-10500E,2020-05-01,14,8,3100,4200,,12288,65,,195,10th Generation Intel Core i5 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/203893/intel-core-i510500e-processor-12m-cache-up-to-4-20-ghz/specifications.html,Embedded,134217728,Launched,100,203893,37.5mm x 37.5mm,"Intel Core i5-10500E Processor (12M Cache, up to 4.20 GHz)"
587,6,12,Intel Core i5-10500TE,i5-10500TE,2020-05-01,14,8,2300,3700,,12288,35,,195,10th Generation Intel Core i5 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/203891/intel-core-i510500te-processor-12m-cache-up-to-3-70-ghz/specifications.html,Embedded,134217728,Launched,100,203891,37.5mm x 37.5mm,"Intel Core i5-10500TE Processor (12M Cache, up to 3.70 GHz)"
588,8,16,Intel Xeon Gold 6334,6334,2021-05-01,10,,3600,3700,,18432,165,,2214,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/215273/intel-xeon-gold-6334-processor-18m-cache-3-60-ghz/specifications.html,Server,6442450944,Launched,69,215273,77.5mm x 56.5mm,"Intel Xeon Gold 6334 Processor (18M Cache, 3.60 GHz)"
589,26,52,Intel Xeon Gold 5320,5320,2021-05-01,10,,2200,3400,,39936,185,,1555,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/215285/intel-xeon-gold-5320-processor-39m-cache-2-20-ghz/specifications.html,Server,6442450944,Launched,79,215285,77.5mm x 56.5mm,"Intel Xeon Gold 5320 Processor (39M Cache, 2.20 GHz)"
590,20,40,Intel Xeon Gold 5320T,5320T,2021-05-01,10,,2300,3500,,30720,150,,1727,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/215284/intel-xeon-gold-5320t-processor-30m-cache-2-30-ghz/specifications.html,Server,6442450944,Launched,86,215284,77.5mm x 56.5mm,"Intel Xeon Gold 5320T Processor (30M Cache, 2.30 GHz)"
591,24,48,Intel Xeon Gold 6312U,6312U,2021-05-01,10,,2400,3600,,36864,185,,1450,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/215282/intel-xeon-gold-6312u-processor-36m-cache-2-40-ghz/specifications.html,Server,6442450944,Launched,80,215282,77.5mm x 56.5mm,"Intel Xeon Gold 6312U Processor (36M Cache, 2.40 GHz)"
592,24,48,Intel Xeon Gold 5318N,5318N,2021-05-01,10,,2100,3400,,36864,150,,1375,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2667,https://www.intel.com/content/www/us/en/products/sku/215281/intel-xeon-gold-5318n-processor-36m-cache-2-10-ghz/specifications.html,Server,6442450944,Launched,83,215281,77.5mm x 56.5mm,"Intel Xeon Gold 5318N Processor (36M Cache, 2.10 GHz)"
593,24,48,Intel Xeon Gold 6336Y,6336Y,2021-05-01,10,,2400,3600,,36864,185,,1977,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/215280/intel-xeon-gold-6336y-processor-36m-cache-2-40-ghz/specifications.html,Server,6442450944,Launched,80,215280,77.5mm x 56.5mm,"Intel Xeon Gold 6336Y Processor (36M Cache, 2.40 GHz)"
594,24,48,Intel Xeon Gold 5318S,5318S,2021-05-01,10,,2100,3400,,36864,165,,1667,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/215279/intel-xeon-gold-5318s-processor-36m-cache-2-10-ghz/specifications.html,Server,6442450944,Launched,87,215279,77.5mm x 56.5mm,"Intel Xeon Gold 5318S Processor (36M Cache, 2.10 GHz)"
595,24,48,Intel Xeon Gold 6338T,6338T,2021-05-01,10,,2100,3400,,36864,165,,2742,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/215278/intel-xeon-gold-6338t-processor-36m-cache-2-10-ghz/specifications.html,Server,6442450944,Launched,87,215278,77.5mm x 56.5mm,"Intel Xeon Gold 6338T Processor (36M Cache, 2.10 GHz)"
596,24,48,Intel Xeon Gold 6342,6342,2021-05-01,10,,2800,3500,,36864,230,,2529,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/215276/intel-xeon-gold-6342-processor-36m-cache-2-80-ghz/specifications.html,Server,6442450944,Launched,81,215276,77.5mm x 56.5mm,"Intel Xeon Gold 6342 Processor (36M Cache, 2.80 GHz)"
597,16,32,Intel Xeon Gold 6326,6326,2021-05-01,10,,2900,3500,,24576,185,,1300,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/215274/intel-xeon-gold-6326-processor-24m-cache-2-90-ghz/specifications.html,Server,6442450944,Launched,78,215274,77.5mm x 56.5mm,"Intel Xeon Gold 6326 Processor (24M Cache, 2.90 GHz)"
598,12,24,Intel Xeon Gold 5317,5317,2021-05-01,10,,3000,3600,,18432,150,,950,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/215272/intel-xeon-gold-5317-processor-18m-cache-3-00-ghz/specifications.html,Server,6442450944,Launched,84,215272,77.5mm x 56.5mm,"Intel Xeon Gold 5317 Processor (18M Cache, 3.00 GHz)"
599,24,48,Intel Xeon Gold 5318Y,5318Y,2021-05-01,10,,2100,3400,,36864,165,,1273,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/215271/intel-xeon-gold-5318y-processor-36m-cache-2-10-ghz/specifications.html,Server,6442450944,Launched,87,215271,77.5mm x 56.5mm,"Intel Xeon Gold 5318Y Processor (36M Cache, 2.10 GHz)"
600,32,64,Intel Xeon Gold 6338N,6338N,2021-05-01,10,,2200,3500,,49152,185,,2795,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2667,https://www.intel.com/content/www/us/en/products/sku/212633/intel-xeon-gold-6338n-processor-48m-cache-2-20-ghz/specifications.html,Server,6442450944,Launched,83,212633,77.5mm x 56.5mm,"Intel Xeon Gold 6338N Processor (48M Cache, 2.20 GHz)"
601,32,64,Intel Xeon Gold 6314U,6314U,2021-05-01,10,,2300,3400,,49152,205,,2600,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212461/intel-xeon-gold-6314u-processor-48m-cache-2-30-ghz/specifications.html,Server,6442450944,Launched,81,212461,77.5mm x 56.5mm,"Intel Xeon Gold 6314U Processor (48M Cache, 2.30 GHz)"
602,18,36,Intel Xeon Gold 6354,6354,2021-05-01,10,,3000,3600,,39936,205,,2445,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212460/intel-xeon-gold-6354-processor-39m-cache-3-00-ghz/specifications.html,Server,6442450944,Launched,77,212460,77.5mm x 56.5mm,"Intel Xeon Gold 6354 Processor (39M Cache, 3.00 GHz)"
603,28,56,Intel Xeon Gold 6330,6330,2021-05-01,10,,2000,3100,,43008,205,,1894,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/212458/intel-xeon-gold-6330-processor-42m-cache-2-00-ghz/specifications.html,Server,6442450944,Launched,86,212458,77.5mm x 56.5mm,"Intel Xeon Gold 6330 Processor (42M Cache, 2.00 GHz)"
604,16,32,Intel Xeon Gold 6346,6346,2021-05-01,10,,3100,3600,,36864,205,,2300,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212457/intel-xeon-gold-6346-processor-36m-cache-3-10-ghz/specifications.html,Server,6442450944,Launched,78,212457,77.5mm x 56.5mm,"Intel Xeon Gold 6346 Processor (36M Cache, 3.10 GHz)"
605,28,56,Intel Xeon Gold 6348,6348,2021-05-01,10,,2600,3500,,43008,235,,3072,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212456/intel-xeon-gold-6348-processor-42m-cache-2-60-ghz/specifications.html,Server,6442450944,Launched,80,212456,77.5mm x 56.5mm,"Intel Xeon Gold 6348 Processor (42M Cache, 2.60 GHz)"
606,28,56,Intel Xeon Gold 6330N,6330N,2021-05-01,10,,2200,3400,,43008,165,,2029,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2667,https://www.intel.com/content/www/us/en/products/sku/212286/intel-xeon-gold-6330n-processor-42m-cache-2-20-ghz/specifications.html,Server,6442450944,Launched,86,212286,77.5mm x 56.5mm,"Intel Xeon Gold 6330N Processor (42M Cache, 2.20 GHz)"
607,32,64,Intel Xeon Gold 6338,6338,2021-05-01,10,,2000,3200,,49152,205,,2612,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212285/intel-xeon-gold-6338-processor-48m-cache-2-00-ghz/specifications.html,Server,6442450944,Launched,81,212285,77.5mm x 56.5mm,"Intel Xeon Gold 6338 Processor (48M Cache, 2.00 GHz)"
608,28,56,Intel Xeon Platinum 8380H,8380H,2020-05-01,14,,2900,4300,,39424,250,,10009,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4 RDIMM,https://www.intel.com/content/www/us/en/products/sku/204087/intel-xeon-platinum-8380h-processor-38-5m-cache-2-90-ghz/specifications.html,Server,1202590842.8798828,Launched,,204087,77.5x56.5mm,"Intel Xeon Platinum 8380H Processor (38.5M Cache, 2.90 GHz)"
609,18,36,Intel Xeon Platinum 8353H,8353H,2020-05-01,14,,2500,3800,,25344,150,,3003,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4 RDIMM,https://www.intel.com/content/www/us/en/products/sku/204092/intel-xeon-platinum-8353h-processor-24-75m-cache-2-50-ghz/specifications.html,Server,1202590842.8798828,Launched,,204092,77.5x56.5mm,"Intel Xeon Platinum 8353H Processor (24.75M Cache, 2.50 GHz)"
610,18,36,Intel Xeon Platinum 8354H,8354H,2020-05-01,14,,3100,4300,,25344,205,,3500,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4 RDIMM,https://www.intel.com/content/www/us/en/products/sku/204094/intel-xeon-platinum-8354h-processor-24-75m-cache-3-10-ghz/specifications.html,Server,1202590842.8798828,Launched,,204094,77.5x56.5mm,"Intel Xeon Platinum 8354H Processor (24.75M Cache, 3.10 GHz)"
611,28,56,Intel Xeon Platinum 8376H,8376H,2020-05-01,14,,2600,4300,,39424,205,,8719,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4 RDIMM,https://www.intel.com/content/www/us/en/products/sku/204096/intel-xeon-platinum-8376h-processor-38-5m-cache-2-60-ghz/specifications.html,Server,1202590842.8798828,Launched,,204096,77.5x56.5mm,"Intel Xeon Platinum 8376H Processor (38.5M Cache, 2.60 GHz)"
